application_id,application_date,intake_intake_channel,intake_new_customer,intake_lender_segment,intake_region,intake_sector,intake_business_age_years,intake_annual_revenue_gbp,intake_requested_loan_gbp,intake_requested_term_months,intake_loan_purpose,intake_personal_guarantee,intake_collateral_type,intake_bureau_score,intake_ccj_count,intake_default_history,intake_kyc_pass,intake_aml_risk,intake_pep_hit,intake_sanctions_hit,intake_doc_completeness,enrich_dscr,enrich_leverage_ratio,enrich_cashflow_volatility,enrich_ltv,enrich_risk_score,enrich_triage_priority,expected_decision,reason_primary,reason_secondary,reason_tertiary
APP202600395,2025-06-06,Email CSV,True,Mid-Tier/Challenger Bank,London,Construction,12.46,444583.72,157866.72,24,Asset Purchase,False,Property,85.44,1,False,True,Low,False,False,0.69,0.6,0.0,0.22,0.343,66.5932,2,Accept,,,
APP202600177,2025-08-02,Web,False,Mid-Tier/Challenger Bank,South East,Wholesale,12.14,100000.0,83003.72,24,Marketing,True,Property,67.18,0,False,True,Low,False,False,0.76,0.33,3.04,0.32,0.547,54.64706667,2,Accept,,,
APP202600645,2025-06-13,Web,True,Alt Lender (Non-ML),South East,Construction,11.44,144586.6,125947.62,24,Refinance,True,Debenture,41.51,0,False,True,Low,False,False,0.8,0.28,2.72,0.31,0.568,48.49613333,2,Accept,,,
APP202600321,2025-04-24,Broker CSV,False,Mid-Tier/Challenger Bank,North West,Agriculture,3.31,181415.36,31582.79,18,Asset Purchase,True,Property,48.51,0,False,True,Low,False,False,0.75,1.35,3.05,0.32,0.297,61.14613333,2,Accept,,,
APP202600773,2025-06-10,Web,False,Alt Lender (Non-ML),South East,Wholesale,15.89,112223.47,44853.62,24,Growth/Expansion,True,Property,77.89,0,False,True,Low,False,False,0.61,0.86,2.79,0.13,0.336,64.6992,2,Accept,,,
APP202600953,2025-07-19,Portal Upload,True,Mid-Tier/Challenger Bank,North East,Real Estate,11.71,167034.82,142440.27,60,Hire Staff,True,Property,61.68,0,False,True,Low,False,False,0.28,0.37,2.15,0.43,0.385,47.90373333,3,Review,REVIEW_DOCS,,
APP202600607,2025-06-13,Email CSV,False,Non-Bank/Public Financier,South West,Retail,5.67,100000.0,25000.0,36,Working Capital,True,None,38.54,1,False,True,Medium,False,False,0.85,1.24,2.47,0.22,,48.76786667,1,Review,REVIEW_COMPLIANCE,,
APP202600636,2025-05-05,Broker CSV,False,Mid-Tier/Challenger Bank,East of England,Agriculture,2.82,100000.0,162995.52,24,Working Capital,True,Debenture,50.78,0,False,True,Low,False,False,0.87,0.22,1.81,0.38,0.591,52.98506667,1,Accept,,,
APP202600421,2025-08-01,Email CSV,False,Mid-Tier/Challenger Bank,East Midlands,Hospitality,9.94,128723.95,65616.0,24,Hire Staff,True,Equipment,40.57,0,False,True,Low,False,False,0.86,0.82,0.74,0.25,0.791,55.34293333,1,Review,REVIEW_SECURITY,,
APP202600888,2025-06-04,Portal Upload,True,Mid-Tier/Challenger Bank,South West,Information & Communication,6.07,100000.0,100837.91,12,Refinance,False,Debenture,70.08,0,False,True,Low,False,False,0.36,0.37,1.07,0.17,0.801,49.51573333,3,Decline,AFFORDABILITY_FAIL,,
APP202600550,2025-06-12,Broker CSV,False,Alt Lender (Non-ML),West Midlands,Health & Social Care,3.26,210096.87,46010.04,36,Refinance,False,Mixed,80.3,0,False,True,Medium,False,False,0.54,1.1,1.5,0.26,0.469,60.694,2,Accept,,,
APP202600163,2025-05-22,Web,True,Non-Bank/Public Financier,South West,Real Estate,7.29,100000.0,25000.0,60,Marketing,True,Debenture,63.6,0,False,True,Medium,False,False,0.64,0.74,3.05,0.36,0.575,49.88133333,2,Review,REVIEW_COMPLIANCE,,
APP202600125,2025-05-06,Broker CSV,True,Alt Lender (Non-ML),South West,Real Estate,2.63,100000.0,25450.35,36,Working Capital,False,None,57.95,0,False,True,Low,False,False,0.81,1.38,2.76,0.23,,60.266,1,Accept,,,
APP202600920,2025-04-30,Portal Upload,False,Alt Lender (Non-ML),East Midlands,Real Estate,25.3,129830.35,402822.36,24,Inventory,False,Debenture,78.66,0,False,True,Low,False,False,0.51,0.2,3.85,0.25,0.572,48.42146667,2,Review,REVIEW_DOCS,,
APP202600217,2025-07-11,Web,True,Alt Lender (Non-ML),North West,Real Estate,2.8,110722.88,45885.62,12,Equipment Lease Buyout,True,Debenture,66.12,1,False,True,Low,False,False,0.67,0.67,2.6,0.11,0.584,56.87693333,2,Accept,,,
APP202600630,2025-07-29,Email CSV,True,Alt Lender (Non-ML),East Midlands,Retail,5.81,328813.26,25000.0,36,Asset Purchase,False,Property,32.41,0,False,True,Low,False,False,0.5,3.24,3.35,0.29,0.294,60.91813333,2,Accept,,,
APP202600458,2025-07-14,Web,True,Alt Lender (Non-ML),London,Information & Communication,3.23,126962.26,66280.04,24,Equipment Lease Buyout,False,Debenture,64.75,0,False,True,Medium,False,False,0.68,0.95,3.43,0.41,0.695,47.82666667,2,Review,REVIEW_COMPLIANCE,REVIEW_AFFORDABILITY,
APP202600722,2025-07-07,Broker CSV,True,Alt Lender (Non-ML),Wales,Hospitality,15.41,158286.87,25000.0,48,Growth/Expansion,True,Equipment,51.84,0,False,True,Low,False,False,0.63,1.07,1.7,0.08,0.839,57.92853333,2,Review,REVIEW_AFFORDABILITY,REVIEW_SECURITY,
APP202600460,2025-05-12,Portal Upload,False,Non-Bank/Public Financier,North West,Transportation & Storage,3.73,496488.72,40844.99,48,Working Capital,True,None,50.81,0,False,True,Medium,False,False,0.66,3.5,1.33,0.14,,68.82346667,2,Accept,,,
APP202600029,2025-04-23,Portal Upload,False,Non-Bank/Public Financier,Wales,Hospitality,5.12,100000.0,544707.63,36,Hire Staff,True,None,60.89,1,False,True,Low,False,False,0.74,0.2,2.73,0.18,,50.0792,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600707,2025-07-25,Web,True,Mid-Tier/Challenger Bank,Yorkshire & Humber,Information & Communication,8.79,100000.0,45440.01,48,Growth/Expansion,False,Mixed,73.13,1,False,True,Low,False,False,0.36,0.67,1.03,0.24,0.51,53.34306667,3,Review,REVIEW_DOCS,,
APP202600785,2025-06-28,Web,True,Alt Lender (Non-ML),South West,Hospitality,1.58,182604.68,25000.0,36,Working Capital,False,Mixed,55.67,0,False,True,Medium,False,False,0.53,1.46,2.09,0.24,0.463,56.54093333,2,Review,REVIEW_COMPLIANCE,REVIEW_DOCS,
APP202600253,2025-06-16,Web,True,Alt Lender (Non-ML),South West,Hospitality,14.01,232067.78,30535.83,60,Refinance,True,Property,47.91,0,False,True,Low,False,False,0.77,1.51,2.33,0.65,0.393,60.35813333,2,Accept,,,
APP202600557,2025-05-01,Broker CSV,True,Alt Lender (Non-ML),West Midlands,Construction,1.12,1049247.92,66862.42,18,Equipment Lease Buyout,True,Debenture,37.21,1,False,True,Low,False,False,0.57,3.5,4.77,0.16,0.545,59.7388,2,Accept,,,
APP202600624,2025-04-25,Web,True,Mid-Tier/Challenger Bank,London,Retail,2.0,303649.66,33835.64,24,Marketing,True,Property,71.92,0,False,True,Low,False,False,0.55,2.69,0.4,0.18,0.462,81.28426667,2,Accept,,,
APP202600326,2025-07-20,Email CSV,False,Non-Bank/Public Financier,West Midlands,Transportation & Storage,5.19,100000.0,37711.46,48,Working Capital,True,None,54.6,0,False,True,Low,False,False,0.78,0.5,0.99,0.27,,53.078,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600987,2025-06-11,Web,False,Alt Lender (Non-ML),East Midlands,Transportation & Storage,7.77,100000.0,248819.14,36,Refinance,False,None,41.41,0,False,True,Low,False,False,0.47,0.29,1.61,0.07,,43.83813333,3,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600063,2025-03-31,Web,False,Mid-Tier/Challenger Bank,West Midlands,Health & Social Care,1.85,1746637.95,62910.98,48,Growth/Expansion,False,Property,43.53,0,False,True,Low,False,False,0.86,3.5,2.07,0.18,0.35,74.1584,1,Accept,,,
APP202600398,2025-05-03,Portal Upload,False,Alt Lender (Non-ML),Wales,Construction,6.48,255314.8,109689.98,36,Refinance,False,Debenture,59.79,0,False,True,Medium,False,False,0.72,0.47,2.94,0.56,0.701,41.4712,2,Review,REVIEW_COMPLIANCE,REVIEW_SECURITY,
APP202600297,2025-06-17,Web,True,Alt Lender (Non-ML),East of England,Information & Communication,3.37,100000.0,48047.73,18,Inventory,True,Debenture,62.02,0,False,True,Low,False,False,0.55,0.39,4.08,0.49,0.832,41.1256,2,Decline,AFFORDABILITY_FAIL,,
APP202600898,2025-07-22,Broker CSV,True,Alt Lender (Non-ML),East Midlands,Real Estate,3.99,100000.0,203759.25,60,Marketing,True,Property,74.05,1,False,True,Low,False,False,0.69,0.2,2.46,0.11,0.521,58.384,2,Accept,,,
APP202600570,2025-07-01,Portal Upload,True,Alt Lender (Non-ML),Wales,Agriculture,18.51,100000.0,65608.79,18,Equipment Lease Buyout,False,Property,54.29,0,False,True,Low,False,False,0.72,0.55,4.78,0.3,0.33,46.99786667,2,Accept,,,
APP202600846,2025-07-01,Broker CSV,False,Mid-Tier/Challenger Bank,Northern Ireland,Health & Social Care,4.26,165091.52,399567.52,60,Refinance,True,Debenture,69.0,0,False,True,Low,False,False,0.79,0.2,2.08,0.29,0.641,57.05666667,2,Accept,,,
APP202600449,2025-07-07,Email CSV,False,Non-Bank/Public Financier,East of England,Agriculture,3.6,387350.94,56430.06,36,Asset Purchase,True,Mixed,57.25,1,False,True,Low,False,False,0.61,2.43,3.15,0.48,0.456,69.45,2,Accept,,,
APP202600408,2025-08-07,Email CSV,True,Non-Bank/Public Financier,Yorkshire & Humber,Retail,5.83,100000.0,91348.14,36,Equipment Lease Buyout,False,Debenture,53.17,0,False,True,Low,False,False,0.79,0.26,3.14,0.7,0.509,44.87093333,2,Accept,,,
APP202600490,2025-05-04,Web,True,Alt Lender (Non-ML),East Midlands,Manufacturing,4.84,287802.53,45170.17,12,Marketing,True,Invoice Book,46.28,1,False,True,Low,False,False,0.76,1.06,2.2,0.06,0.789,55.89506667,2,Review,REVIEW_AFFORDABILITY,REVIEW_SECURITY,
APP202600678,2025-05-04,Broker CSV,True,Mid-Tier/Challenger Bank,Wales,Agriculture,5.85,202757.67,54022.58,36,Inventory,True,Property,72.39,0,False,True,Low,False,False,0.26,1.65,2.29,0.1,0.372,66.45586667,3,Accept,,,
APP202600459,2025-04-09,Web,False,Mid-Tier/Challenger Bank,Yorkshire & Humber,Manufacturing,5.47,128780.39,113834.84,36,Marketing,True,Property,68.56,0,False,True,Low,False,False,0.76,0.38,1.56,0.21,0.299,62.0668,2,Accept,,,
APP202600195,2025-06-13,Email CSV,True,Non-Bank/Public Financier,Northern Ireland,Retail,11.49,100000.0,43988.67,24,Working Capital,False,Property,39.3,0,False,True,Low,False,False,0.8,1.04,3.06,0.38,0.54,50.104,2,Review,REVIEW_AFFORDABILITY,,
APP202600545,2025-07-04,Broker CSV,True,Mid-Tier/Challenger Bank,London,Information & Communication,5.9,630327.08,60851.56,24,Marketing,False,Mixed,68.03,0,False,True,Low,False,False,0.82,2.63,3.11,0.38,0.413,75.56173333,1,Accept,,,
APP202600841,2025-04-29,Email CSV,False,Alt Lender (Non-ML),South West,Information & Communication,2.4,168610.56,89012.04,48,Working Capital,False,Mixed,55.67,2,False,True,Low,False,False,0.53,0.46,3.07,0.54,0.471,39.71426667,2,Review,REVIEW_DOCS,,
APP202600586,2025-08-16,Portal Upload,True,Mid-Tier/Challenger Bank,West Midlands,Wholesale,11.15,100000.0,172221.76,36,Asset Purchase,False,Property,98.69,0,False,True,Low,False,False,0.78,0.2,1.9,0.2,0.576,64.73986667,2,Accept,,,
APP202600122,2025-04-27,Broker CSV,True,Alt Lender (Non-ML),South West,Wholesale,3.99,448652.18,207345.13,36,Growth/Expansion,True,Property,67.2,0,False,True,Low,False,False,0.77,0.2,1.48,0.2,0.444,60.62266667,2,Accept,,,
APP202600061,2025-06-23,Email CSV,True,Non-Bank/Public Financier,Yorkshire & Humber,Professional Services,5.51,153046.09,59125.29,48,Refinance,True,Mixed,43.44,0,False,True,Low,False,False,0.76,0.39,2.71,0.26,0.362,51.21986667,2,Accept,,,
APP202600538,2025-07-01,Web,True,Non-Bank/Public Financier,East Midlands,Wholesale,3.48,152376.98,55588.42,24,Working Capital,True,None,61.34,0,False,True,Low,False,False,0.8,1.07,3.18,0.37,,55.3252,2,Review,REVIEW_AFFORDABILITY,REVIEW_SECURITY,
APP202600144,2025-07-06,Email CSV,True,Mid-Tier/Challenger Bank,East of England,Wholesale,5.9,100000.0,70460.26,60,Equipment Lease Buyout,True,Debenture,75.25,0,False,True,Medium,False,False,0.42,0.31,2.25,0.29,0.665,49.97,3,Review,REVIEW_COMPLIANCE,REVIEW_DOCS,
APP202600389,2025-07-10,Portal Upload,False,Non-Bank/Public Financier,Yorkshire & Humber,Health & Social Care,4.33,100000.0,25000.0,24,Marketing,False,Property,49.67,0,False,True,High,False,False,0.52,0.94,1.62,0.27,0.308,51.3876,2,Review,REVIEW_COMPLIANCE,REVIEW_DOCS,REVIEW_AFFORDABILITY
APP202600744,2025-06-06,Portal Upload,True,Non-Bank/Public Financier,East of England,Wholesale,5.34,235812.69,98871.12,12,Growth/Expansion,True,None,68.36,0,False,True,Medium,False,False,0.87,1.24,2.8,0.23,,57.64746667,1,Review,REVIEW_COMPLIANCE,,
APP202600688,2025-06-21,Portal Upload,True,Non-Bank/Public Financier,Wales,Professional Services,3.6,123661.05,69311.18,12,Refinance,True,Property,39.92,0,False,True,Low,False,False,0.88,0.2,2.71,0.4,0.422,49.43426667,1,Accept,,,
APP202600588,2025-05-10,Web,True,Non-Bank/Public Financier,Wales,Transportation & Storage,18.9,100000.0,25000.0,12,Inventory,True,None,41.39,0,False,True,Low,False,False,0.79,0.52,3.62,0.49,,41.36253333,2,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600919,2025-06-27,Web,False,Alt Lender (Non-ML),East of England,Transportation & Storage,11.84,161522.5,38081.8,36,Hire Staff,True,None,46.54,0,False,True,Low,False,False,0.71,1.1,1.12,0.14,,57.71786667,2,Review,REVIEW_SECURITY,,
APP202600596,2025-07-15,Web,False,Alt Lender (Non-ML),East of England,Construction,10.73,361601.09,144402.63,36,Marketing,True,None,55.0,1,False,True,Low,False,False,0.66,0.77,2.9,0.56,,46.40333333,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600861,2025-07-01,Portal Upload,False,Mid-Tier/Challenger Bank,Northern Ireland,Manufacturing,2.7,221716.5,38534.22,36,Working Capital,False,Property,77.62,0,False,True,Low,False,False,0.79,2.58,2.22,0.51,0.37,79.1536,2,Accept,,,
APP202600019,2025-03-07,Broker CSV,True,Mid-Tier/Challenger Bank,North East,Real Estate,9.41,414823.98,83042.61,24,Hire Staff,True,Property,67.4,0,False,True,High,False,False,0.52,1.52,0.7,0.15,0.598,65.67866667,2,Accept,,,
APP202600716,2025-05-30,Web,True,Non-Bank/Public Financier,Scotland,Agriculture,7.69,325558.75,71993.01,36,Marketing,True,Property,64.68,0,True,True,Low,False,False,0.75,1.6,2.46,0.73,0.5,59.6704,2,Accept,,,
APP202600097,2025-06-02,Email CSV,False,Mid-Tier/Challenger Bank,East Midlands,Professional Services,4.6,119255.23,41113.45,12,Refinance,False,Property,56.77,0,True,True,Low,False,False,0.65,1.25,1.09,0.53,0.393,56.37226667,2,Accept,,,
APP202600982,2025-07-07,Web,True,Mid-Tier/Challenger Bank,Wales,Retail,18.95,100000.0,116602.59,36,Growth/Expansion,False,Invoice Book,67.5,0,False,True,Low,False,False,0.73,0.2,1.58,0.47,0.758,51.73333333,2,Review,REVIEW_SECURITY,,
APP202600252,2025-07-08,Portal Upload,True,Mid-Tier/Challenger Bank,North West,Wholesale,2.29,173343.87,25000.0,24,Growth/Expansion,True,Property,67.4,0,False,True,Low,False,False,0.57,1.03,0.73,0.57,0.31,60.89866667,2,Accept,,,
APP202600294,2025-05-13,Email CSV,True,Non-Bank/Public Financier,North West,Construction,1.12,100000.0,35680.02,36,Growth/Expansion,True,None,42.27,0,False,True,Low,False,False,0.46,0.77,3.02,0.24,,41.95893333,3,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600733,2025-04-02,Email CSV,True,Mid-Tier/Challenger Bank,East of England,Real Estate,5.67,118943.07,230151.06,24,Refinance,True,None,88.32,0,False,True,Low,False,False,0.86,0.22,1.69,0.06,,63.78626667,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600718,2025-07-01,Web,True,Non-Bank/Public Financier,North East,Professional Services,15.35,100000.0,204950.64,24,Hire Staff,False,Invoice Book,50.79,0,False,True,Low,False,False,0.89,0.3,1.76,0.18,0.696,51.75453333,1,Accept,,,
APP202600855,2025-04-20,Web,True,Alt Lender (Non-ML),Scotland,Professional Services,3.92,100000.0,26630.29,24,Asset Purchase,True,None,60.73,0,False,True,High,False,False,0.81,0.9,2.3,0.28,,51.83773333,1,Review,REVIEW_COMPLIANCE,REVIEW_AFFORDABILITY,REVIEW_SECURITY
APP202600329,2025-08-05,Portal Upload,True,Mid-Tier/Challenger Bank,Wales,Professional Services,5.01,576233.77,87785.11,12,Refinance,False,Property,48.54,0,False,True,Low,False,False,0.82,1.08,2.71,0.34,0.308,56.86786667,1,Review,REVIEW_AFFORDABILITY,,
APP202600736,2025-05-07,Web,True,Non-Bank/Public Financier,West Midlands,Retail,1.11,100000.0,59726.05,36,Growth/Expansion,False,None,65.88,0,False,True,Low,False,False,0.48,0.4,1.93,0.44,,46.34306667,3,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600896,2025-04-29,Email CSV,True,Alt Lender (Non-ML),London,Retail,4.41,119726.21,30273.24,48,Working Capital,True,Debenture,40.42,0,False,True,Medium,False,False,0.72,1.78,2.22,0.1,0.562,60.2976,2,Accept,,,
APP202600143,2025-04-07,Broker CSV,False,Alt Lender (Non-ML),London,Retail,8.7,100000.0,32559.83,48,Working Capital,False,Property,99.0,1,False,True,Medium,False,False,0.48,0.45,2.44,0.04,0.332,58.90666667,3,Review,REVIEW_COMPLIANCE,REVIEW_DOCS,
APP202600623,2025-04-22,Portal Upload,True,Mid-Tier/Challenger Bank,Scotland,Information & Communication,5.86,188293.98,34736.76,24,Hire Staff,False,Property,46.4,0,False,True,Medium,False,False,0.89,1.25,2.65,0.23,0.359,55.06866667,1,Review,REVIEW_COMPLIANCE,,
APP202600728,2025-06-11,Web,True,Alt Lender (Non-ML),London,Agriculture,5.71,1031832.47,215807.92,36,Refinance,False,Property,43.11,0,False,True,Low,False,False,0.77,1.33,1.38,0.55,0.392,57.7608,2,Review,REVIEW_CONFLICT,,
APP202600871,2025-06-26,Email CSV,True,Mid-Tier/Challenger Bank,West Midlands,Health & Social Care,14.61,620653.29,25000.0,36,Growth/Expansion,False,Mixed,76.18,0,False,True,Low,False,False,0.5,3.5,0.87,0.14,0.356,79.8404,2,Accept,,,
APP202600723,2025-06-06,Email CSV,True,Non-Bank/Public Financier,Wales,Construction,11.92,193374.01,34365.89,36,Hire Staff,True,Debenture,62.83,0,False,True,Low,False,False,0.64,1.02,2.45,0.32,0.797,56.82573333,2,Review,REVIEW_AFFORDABILITY,REVIEW_SECURITY,
APP202600468,2025-08-01,Broker CSV,True,Non-Bank/Public Financier,South West,Transportation & Storage,9.45,114811.95,25000.0,24,Asset Purchase,False,Equipment,48.83,0,False,True,Low,False,False,0.84,0.96,1.45,0.27,0.863,53.91906667,1,Review,REVIEW_AFFORDABILITY,,
APP202600370,2025-07-18,Email CSV,True,Alt Lender (Non-ML),Scotland,Professional Services,3.94,100000.0,49447.48,24,Marketing,True,Mixed,36.15,0,False,True,Low,False,False,0.6,0.64,3.53,0.33,0.338,46.74533333,2,Accept,,,
APP202600544,2025-08-08,Email CSV,True,Alt Lender (Non-ML),London,Professional Services,12.0,222888.18,49919.49,12,Growth/Expansion,True,Debenture,72.33,0,False,True,Low,False,False,0.77,1.76,3.44,0.16,0.529,70.89573333,2,Accept,,,
APP202600119,2025-08-11,Broker CSV,True,Mid-Tier/Challenger Bank,Northern Ireland,Retail,4.75,482960.78,85240.09,18,Refinance,False,Invoice Book,47.45,0,False,True,Low,False,False,0.75,1.1,2.45,0.2,0.643,54.73933333,2,Accept,,,
APP202600302,2025-06-23,Broker CSV,False,Mid-Tier/Challenger Bank,South West,Retail,15.19,100000.0,77455.01,12,Equipment Lease Buyout,False,None,77.08,0,False,True,Low,False,False,0.68,0.43,0.16,0.19,,61.10906667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600009,2025-07-13,Portal Upload,True,Mid-Tier/Challenger Bank,West Midlands,Real Estate,3.95,100000.0,373140.94,36,Asset Purchase,True,Property,88.64,0,False,True,High,False,False,0.89,0.2,2.06,0.55,0.565,57.26253333,1,Review,REVIEW_COMPLIANCE,,
APP202600402,2025-06-13,Portal Upload,True,Mid-Tier/Challenger Bank,Wales,Retail,9.42,233795.24,291323.63,12,Refinance,True,Property,67.19,1,False,True,Low,False,False,0.67,0.2,2.74,0.18,0.608,54.03986667,2,Accept,,,
APP202600444,2025-05-08,Portal Upload,True,Non-Bank/Public Financier,West Midlands,Wholesale,4.89,100000.0,25000.0,48,Refinance,True,None,36.51,0,False,True,Low,False,False,0.84,0.79,1.68,0.34,,49.4928,1,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600172,2025-08-18,Email CSV,True,Non-Bank/Public Financier,South West,Retail,5.44,100000.0,371965.57,36,Marketing,True,Debenture,52.01,2,False,True,Low,False,False,0.82,0.2,2.05,0.16,0.596,52.01946667,1,Accept,,,
APP202600902,2025-06-04,Portal Upload,False,Mid-Tier/Challenger Bank,Scotland,Professional Services,6.84,100000.0,162420.12,36,Refinance,True,Debenture,64.74,0,True,True,Low,False,False,0.49,0.27,2.02,0.19,0.79,45.51386667,3,Review,REVIEW_DOCS,REVIEW_SECURITY,
APP202600068,2025-05-22,Email CSV,True,Mid-Tier/Challenger Bank,London,Real Estate,10.89,100000.0,182751.14,48,Equipment Lease Buyout,False,Property,66.56,0,False,True,Low,False,False,0.52,0.2,2.8,0.71,0.381,44.89346667,2,Review,REVIEW_DOCS,REVIEW_CONFLICT,
APP202600091,2025-07-20,Email CSV,True,Alt Lender (Non-ML),Scotland,Construction,13.4,154428.63,25000.0,12,Growth/Expansion,False,None,63.62,0,False,True,Low,False,False,0.67,0.93,3.38,0.31,,53.25693333,2,Review,REVIEW_AFFORDABILITY,REVIEW_SECURITY,
APP202600012,2025-07-13,Web,True,Non-Bank/Public Financier,Scotland,Wholesale,3.07,100000.0,25000.0,60,Growth/Expansion,True,None,42.7,0,False,True,High,False,False,0.46,0.76,3.7,0.51,,36.18266667,3,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600751,2025-04-22,Web,True,Alt Lender (Non-ML),West Midlands,Health & Social Care,5.38,538440.21,46330.26,24,Growth/Expansion,False,Invoice Book,43.77,0,False,True,Low,False,False,0.72,3.5,2.19,0.31,0.712,67.6256,2,Accept,,,
APP202600798,2025-08-02,Email CSV,False,Mid-Tier/Challenger Bank,Northern Ireland,Manufacturing,7.68,100000.0,157630.55,60,Inventory,False,Debenture,73.11,0,False,True,Low,False,False,0.81,0.2,4.09,0.2,0.733,51.19746667,1,Review,REVIEW_SECURITY,,
APP202600069,2025-05-30,Web,False,Mid-Tier/Challenger Bank,West Midlands,Transportation & Storage,1.99,832014.23,30576.15,24,Inventory,False,Mixed,76.92,1,False,True,Low,False,False,0.76,3.5,4.35,0.33,0.516,72.8276,2,Accept,,,
APP202600605,2025-07-16,Web,True,Alt Lender (Non-ML),North West,Wholesale,11.14,100000.0,122923.65,36,Working Capital,True,Mixed,52.25,0,False,True,Medium,False,False,0.65,0.37,3.72,0.04,0.382,47.73,2,Review,REVIEW_COMPLIANCE,,
APP202600993,2025-07-23,Web,True,Mid-Tier/Challenger Bank,East of England,Transportation & Storage,9.47,100000.0,121027.81,12,Marketing,False,None,54.51,1,False,True,Low,False,False,0.92,0.36,0.29,0.48,,52.78613333,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600067,2025-08-21,Email CSV,True,Mid-Tier/Challenger Bank,Wales,Agriculture,1.55,125706.79,92694.03,36,Marketing,True,Property,54.3,1,False,True,Low,False,False,0.59,0.36,1.32,0.17,0.441,51.714,2,Review,REVIEW_DOCS,,
APP202600912,2025-07-27,Email CSV,True,Mid-Tier/Challenger Bank,East of England,Construction,4.13,126620.77,103857.07,48,Working Capital,True,Property,60.16,1,False,True,Low,False,False,0.93,0.47,1.73,0.52,0.286,56.84813333,1,Accept,,,
APP202600156,2025-05-26,Email CSV,True,Mid-Tier/Challenger Bank,West Midlands,Construction,2.04,184583.37,38025.13,48,Hire Staff,False,Property,49.63,0,False,True,Low,False,False,0.96,0.89,2.83,0.21,0.508,55.50306667,1,Accept,,,
APP202600709,2025-04-28,Broker CSV,True,Alt Lender (Non-ML),Northern Ireland,Information & Communication,6.08,438172.39,108701.87,36,Marketing,True,Property,35.01,0,False,True,Low,False,False,0.51,1.84,0.88,0.6,0.342,59.16946667,2,Review,REVIEW_DOCS,REVIEW_CONFLICT,
APP202600129,2025-07-03,Web,True,Alt Lender (Non-ML),Scotland,Real Estate,10.79,111238.0,56747.68,24,Marketing,True,Property,58.5,1,False,True,Low,False,False,0.77,0.46,0.86,0.35,0.296,58.41333333,2,Accept,,,
APP202600113,2025-08-10,Web,True,Mid-Tier/Challenger Bank,North East,Information & Communication,10.7,1262387.35,67155.21,48,Equipment Lease Buyout,False,Equipment,77.55,0,False,True,Low,False,False,0.49,3.5,2.19,0.32,0.644,72.364,3,Accept,,,
APP202600397,2025-08-01,Broker CSV,True,Non-Bank/Public Financier,North East,Wholesale,6.89,100000.0,82268.96,36,Hire Staff,True,None,57.45,1,False,True,Low,False,False,0.65,0.31,2.86,0.45,,45.21266667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600441,2025-04-14,Portal Upload,True,Alt Lender (Non-ML),East of England,Hospitality,2.34,281136.62,89065.16,36,Marketing,True,Debenture,47.05,0,False,True,Low,False,False,0.68,0.65,2.23,0.1,0.581,53.61066667,2,Accept,,,
APP202600823,2025-07-22,Email CSV,True,Mid-Tier/Challenger Bank,London,Agriculture,6.58,160469.36,83502.96,24,Marketing,True,Property,88.34,0,False,True,Low,False,False,0.66,0.55,0.0,0.29,0.604,66.9452,2,Accept,,,
APP202600090,2025-06-27,Portal Upload,True,Mid-Tier/Challenger Bank,East Midlands,Agriculture,11.26,761430.03,33962.86,24,Growth/Expansion,False,Debenture,64.52,0,False,True,Medium,False,False,0.61,3.5,1.18,0.35,0.639,70.52226667,2,Accept,,,
APP202600749,2025-06-21,Email CSV,True,Mid-Tier/Challenger Bank,North East,Agriculture,20.98,193077.1,150855.27,36,Asset Purchase,False,Debenture,63.74,0,False,True,Low,False,False,0.48,0.26,1.11,0.31,0.621,49.2472,3,Review,REVIEW_DOCS,,
APP202600323,2025-08-12,Web,True,Mid-Tier/Challenger Bank,East of England,Manufacturing,6.68,134977.47,59195.44,60,Asset Purchase,False,Debenture,71.08,0,False,True,Low,False,False,0.54,0.66,1.6,0.33,0.517,53.35906667,2,Review,REVIEW_DOCS,,
APP202600095,2025-05-15,Broker CSV,True,Mid-Tier/Challenger Bank,South East,Transportation & Storage,21.19,100000.0,139374.95,18,Hire Staff,True,Mixed,63.11,0,False,True,Medium,False,False,0.6,0.33,1.31,0.22,0.619,51.72413333,2,Review,REVIEW_COMPLIANCE,,
